Name,Category,EarliestLicDate,Expires,FullAddress,Neighbourhood,LAT,LONG,gislink,IssuedYear,ExpiredYear
AVRAM HOLDINGS INC,Non-transient Accomodation,20160915,20221231,"603-788 HUMBOLDT ST
VICTORIA BC  V8W 4A2",Downtown,48.42098248,-123.3637766,026-807-025,2016,2022
AWAREHOUSE LOFT,Non-transient Accomodation,20210121,20221231,"204-534 YATES ST
VICTORIA BC  V8W 1K8",Downtown,48.42710896,-123.3692858,027-594-084,2021,2022
BASTION MANAGEMENT LTD,Non-transient Accomodation,20220427,20221231,"205-788 HUMBOLDT ST
VICTORIA BC  V8W 4A2",Downtown,48.42098248,-123.3637766,026-806-801,2022,2022
BC663140 LTD,Non-transient Accomodation,20181108,20221231,"1402-788 HUMBOLDT ST
VICTORIA BC  V8W 4A2",Downtown,48.42098248,-123.3637766,026-807-432,2018,2022
"BURNS, STEPHEN R
UITZ, DIANE L",Non-transient Accomodation,20220222,20221231,"501-707 COURTNEY ST
VICTORIA BC  V8W 0A9",Downtown,48.42250773,-123.3653406,027-962-881,2022,2022
CHRISTINE SMITH- COLLINS,Non-transient Accomodation,20211217,20221231,"215-595 PANDORA AVE
VICTORIA   V8W 1N5",Downtown,48.42819153,-123.3679094,030-102-707,2021,2022
CITY LIFE SUITES,Non-transient Accomodation,20190314,20221231,"410-595 PANDORA AVE
VICTORIA   V8W 1N5",Downtown,48.42819153,-123.3679094,030-102-880,2019,2022
CITY LIFE SUITES LTD,Non-transient Accomodation,20180725,20221231,"307-760 JOHNSON ST
VICTORIA BC  V8W 0A4",Downtown,48.42718272,-123.3622279,027-683-257,2018,2022
CLEAN SWEEP,Non-transient Accomodation,20220311,20221231,"401-707 COURTNEY ST
VICTORIA BC  V8W 0A9",Downtown,48.42250773,-123.3653406,027-962-733,2022,2022
"COLONIAL METROPOLE
HERITAGE REALTY PROPERTIES LTD",Non-transient Accomodation,20121205,20221231,"545 JOHNSON ST
VICTORIA BC  V8W 1M2",Downtown,48.42752208,-123.3691241,1062003,2012,2022
"COREY, JANET",Non-transient Accomodation,20220118,20221231,"516-517 FISGARD ST
VICTORIA   V8W 0C5",Downtown,48.42892827,-123.3687353,029-265-304,2022,2022
"COUPLAND, HILARY",Non-transient Accomodation,20211029,20221231,"203-732 CORMORANT ST
VICTORIA BC  V8W 4A5",Downtown,48.42884496,-123.3632426,026-573-172,2021,2022
CRAIG AND ARLENE LERACH,Non-transient Accomodation,20210319,20221231,"440-770 FISGARD ST
VICTORIA BC  V8W 0B8",Downtown,48.42984161,-123.3637582,028-333-667,2021,2022
"DAIT, OWEN
DAIT, HAYDEE",Non-transient Accomodation,20190307,20221231,"327-770 FISGARD ST
VICTORIA BC  V8W 0B8",Downtown,48.42984161,-123.3637582,028-333-098,2019,2022
"DE PASQUALE, FABIO",Non-transient Accomodation,20220203,20221231,"407-707 COURTNEY ST
VICTORIA BC  V8W 0A9",Downtown,48.42250773,-123.3653406,027-962-792,2022,2022
DECO DE MODE INC,Non-transient Accomodation,20210924,20221231,"1408 BROAD ST
VICTORIA BC  V8W 2B1",Downtown,48.42767048,-123.3662885,1045010,2021,2022
DR KIRSTIE OVERHILL LTD,Non-transient Accomodation,20181212,20221231,"1410-751 FAIRFIELD RD
VICTORIA BC  V8W 4A4",Downtown,48.42125261,-123.3641321,026-607-492,2018,2022
"DUCK & BROADLANE
HERITAGE REALTY PROPERTIES LTD",Non-transient Accomodation,20121205,20221231,"1314 BROAD ST
VICTORIA BC  V8W 2A9",Downtown,48.42711047,-123.3664022,1042003,2012,2022
DUTTONS & CO PROPERTY MANAGEMENT,Non-transient Accomodation,20211105,20221231,"303-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-517-931,2021,2022
"GRAND CENTRAL APTS
HERITAGE REALTY PROPERTIES LTD",Non-transient Accomodation,20121205,20221231,"553 JOHNSON ST
VICTORIA BC  V8W 1M2",Downtown,48.42738037,-123.3686847,1062034,2012,2022
"GRISAK, PATRICK
GRISAK, WANDA",Non-transient Accomodation,20210924,20221231,"1601-751 FAIRFIELD RD
VICTORIA BC  V8W 4A4",Downtown,48.42125261,-123.3641321,026-607-603,2021,2022
"HAY, JOHN",Non-transient Accomodation,20211105,20221231,"808-751 FAIRFIELD RD
VICTORIA BC  V8W 4A4",Downtown,48.42125261,-123.3641321,026-606-976,2021,2022
HERALD 681 HOLDINGS LTD,Non-transient Accomodation,20120127,20221231,"681 HERALD ST
VICTORIA BC  V8W 1S8",Downtown,48.42998336,-123.365304,1047006,2012,2022
HERALD STREET INC,Non-transient Accomodation,20120117,20221231,"532 HERALD ST
VICTORIA BC  V8W 1S6",Downtown,48.43045094,-123.3682909,1058011,2012,2022
HERALD STREET INC,Non-transient Accomodation,20120117,20221231,"536 HERALD ST
VICTORIA BC  V8W 1S6",Downtown,48.4306224,-123.3679264,1058036,2012,2022
HOMES FIRST HOLDINGS INC,Non-transient Accomodation,20190314,20221231,"307-601 HERALD ST
VICTORIA BC  V8W 1S8",Downtown,48.43001811,-123.3666651,028-719-867,2019,2022
HUDSON MEWS HOLDINGS LTD.,Non-transient Accomodation,20150109,20221231,"780 FISGARD ST
VICTORIA BC  V8W 0E1",Downtown,48.42969392,-123.3628867,V00171005,2015,2022
HUDSON WALK ONE,Non-transient Accomodation,20170228,20221231,"755 CALEDONIA AVE
VICTORIA BC  V8T 0C2",Downtown,48.43068983,-123.3633954,V00161016,2017,2022
HUDSON WALK TWO,Non-transient Accomodation,20190104,20221231,"785 CALEDONIA AVE
VICTORIA BC  V8T 0C3",Downtown,48.4308672,-123.3625489,V00161017,2019,2022
I/S CRISTANTE,Non-transient Accomodation,20220118,20221231,"207-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-517-869,2022,2022
IRFAN RAJANI,Non-transient Accomodation,20220427,20221231,"1503-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-519-233,2022,2022
"JANECEK, MARCI
MORRIS, TIMOTHY",Non-transient Accomodation,20220609,20221231,"304-708 BURDETT AVE
VICTORIA BC  V8W 0A8",Downtown,48.42250773,-123.3653406,027-962-695,2022,2022
"JENNER, LYNNE G",Non-transient Accomodation,20141010,20221231,"201-534 YATES ST
VICTORIA BC  V8W 1K8",Downtown,48.42710896,-123.3692858,027-594-050,2014,2022
KELSI AND TREVOR STILES JANION BACHELOR SUITE,Non-transient Accomodation,20220502,20221231,"228A-1610 STORE ST
VICTORIA BC  V8W 0E3",Downtown,48.4287474,-123.3703272,029-992-745,2022,2022
KENT APTS,Non-transient Accomodation,20120127,20221231,"1322 BLANSHARD ST
VICTORIA BC  V8W 2J1",Downtown,48.42677399,-123.3622061,1021009,2012,2022
KINEMACOLOR,Non-transient Accomodation,20130612,20221231,"101-1600 GOVERNMENT ST
VICTORIA BC  V8W 1Z3",Downtown,48.42878417,-123.3673566,024-790-397,2013,2022
"KIRKLAND, KEVIN
KIRKLAND, EMMA",Non-transient Accomodation,20211124,20221231,"201-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-517-800,2021,2022
"LIN, MA",Non-transient Accomodation,20211022,20221231,"604-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-518-300,2021,2022
LONDON FLATS,Non-transient Accomodation,20120110,20221231,"1315 BROAD ST
VICTORIA BC  V8W 2A8",Downtown,48.42703893,-123.3656889,1043001,2012,2022
"LOW, RAYMOND
GOH, MICHELLE",Non-transient Accomodation,20211203,20221231,"609-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-518-351,2021,2022
"MACGILLIVRAY, ALICE",Non-transient Accomodation,20211105,20221231,"209-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-517-885,2021,2022
MARIA LOURENS,Non-transient Accomodation,20211105,20221231,"408-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-518-105,2021,2022
"MEADOWS, MICHAEL
MEADOWS, ALLISON",Non-transient Accomodation,20210507,20221231,"311-760 JOHNSON ST
VICTORIA BC  V8W 0A4",Downtown,48.42718272,-123.3622279,027-683-290,2021,2022
"MONTEITH, COLIN
MONTEITH, SARAH",Non-transient Accomodation,20210226,20221231,"307-770 FISGARD ST
VICTORIA BC  V8W 0B8",Downtown,48.42984161,-123.3637582,028-332-890,2021,2022
"MONTGOMERY, SARAH
MONTGOMERY, JOSH",Non-transient Accomodation,20211217,20221231,"215-528 PANDORA AVE
VICTORIA   V8W 0C6",Downtown,48.42892827,-123.3687353,029-264-448,2021,2022
MONTROSE APARTMENTS,Non-transient Accomodation,20190619,20221231,"1120 BLANSHARD ST
VICTORIA BC  V8W 2H6",Downtown,48.4249213,-123.3626748,1023005,2019,2022
MORLEY COMPANY LTD,Non-transient Accomodation,20120111,20221231,"547 HERALD ST
VICTORIA BC  V8W 1S5",Downtown,48.42994501,-123.3678988,1059006,2012,2022
"NINOW, NICOLE",Non-transient Accomodation,20211004,20221231,"307-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-517-974,2021,2022
OASIS VACATION RENTAL,Non-transient Accomodation,20211102,20221231,"1010-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-518-849,2021,2022
OASIS VACATION RENTALS,Non-transient Accomodation,20211102,20221231,"504-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-518-181,2021,2022
OASIS VACATION RENTALS,Non-transient Accomodation,20211214,20221231,"212-521 COURTNEY ST
VICTORIA BC",Downtown,48.42333723,-123.3687993,031-524-966,2021,2022
"PATEL, MEENAKUMARI",Non-transient Accomodation,20220315,20221231,"508-707 COURTNEY ST
VICTORIA BC  V8W 0A9",Downtown,48.42250773,-123.3653406,027-962-954,2022,2022
"PENMAN, KARIMA",Non-transient Accomodation,20120117,20221231,"905-760 JOHNSON ST
VICTORIA BC  V8W 0A4",Downtown,48.42718272,-123.3622279,027-683-737,2012,2022
"PENN, HAZELL",Non-transient Accomodation,20200204,20221231,"209-595 PANDORA AVE
VICTORIA   V8W 1N5",Downtown,48.42819153,-123.3679094,030-102-642,2020,2022
PREMIERE SUITES,Non-transient Accomodation,20211105,20221231,"1001-788 HUMBOLDT ST
VICTORIA BC  V8W 4A2",Downtown,48.42098248,-123.3637766,026-807-246,2021,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20120104,20221231,"1204-760 JOHNSON ST
VICTORIA BC  V8W 0A4",Downtown,48.42718272,-123.3622279,027-683-931,2012,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20181108,20221231,"301-528 PANDORA AVE
VICTORIA BC  V8W 0C6",Downtown,48.42892827,-123.3687353,029-264-677,2018,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20181108,20221231,"408-751 FAIRFIELD RD
VICTORIA BC  V8W 4A4",Downtown,48.42125261,-123.3641321,026-606-577,2018,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20181108,20221231,"702-760 JOHNSON ST
VICTORIA BC  V8W 0A4",Downtown,48.42718272,-123.3622279,027-683-567,2018,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20190307,20221231,"406-517 FISGARD ST
VICTORIA   V8W 0C5",Downtown,48.42892827,-123.3687353,029-264-863,2019,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20190514,20221231,"1801-707 COURTNEY ST
VICTORIA BC  V8W 0A9",Downtown,48.42250773,-123.3653406,027-964-108,2019,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20200915,20221231,"508-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-105-912,2020,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20201028,20221231,"418-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-105-793,2020,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20201028,20221231,"1507-777 HERALD ST
VICTORIA BC  V8T 0C7",Downtown,48.43002265,-123.3628876,031-119-905,2020,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20201116,20221231,"1101-788 HUMBOLDT ST
VICTORIA BC  V8W 4A2",Downtown,48.42098248,-123.3637766,026-807-301,2020,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20201222,20221231,"413-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-105-742,2020,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20210330,20221231,"1105-760 JOHNSON ST
VICTORIA BC  V8W 0A4",Downtown,48.42718272,-123.3622279,027-683-877,2021,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20210514,20221231,"519-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-106-021,2021,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20210514,20221231,"303-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-105-424,2021,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20210514,20221231,"406-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-105-670,2021,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20210514,20221231,"416-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-105-777,2021,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20210517,20221231,"1209-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-519-071,2021,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20210531,20221231,"219-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-105-360,2021,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20211105,20221231,"1208-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-519-063,2021,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20220421,20221231,"1102-788 HUMBOLDT ST
VICTORIA BC  V8W 4A2",Downtown,48.42098248,-123.3637766,026-807-319,2022,2022
PREMIERE SUITES VICTORIA,Non-transient Accomodation,20220429,20221231,"1401-708 BURDETT AVE
VICTORIA BC  V8W 0A8",Downtown,48.42250773,-123.3653406,027-963-977,2022,2022
"RALPH, MARK
GOODY RALPH, CATHIE",Non-transient Accomodation,20220201,20221231,"310-409 SWIFT ST
VICTORIA BC  V8W 1S2",Downtown,48.4292747,-123.3707066,024-703-257,2022,2022
RENTAL SUITE,Non-transient Accomodation,20220201,20221231,"305-708 BURDETT AVE
VICTORIA BC  V8W 0A8",Downtown,48.42250773,-123.3653406,027-962-687,2022,2022
"SCOTT, VICTORIA
SCOTT, DAVID",Non-transient Accomodation,20200124,20221231,"510-751 FAIRFIELD RD
VICTORIA BC  V8W 4A4",Downtown,48.42125261,-123.3641321,026-606-691,2020,2022
"SPENCER, GRAHAM
BESTER,  CHARLOTTE",Non-transient Accomodation,20211102,20221231,"608-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-518-342,2021,2022
T D M C HOLDINGS LTD,Non-transient Accomodation,20120125,20221231,"556 HERALD ST
VICTORIA BC  V8W 1S6",Downtown,48.43046007,-123.3676721,1058005,2012,2022
VENTURE APARTMENTS,Non-transient Accomodation,20120112,20221231,"735 PANDORA AVE
VICTORIA BC  V8W 1N9",Downtown,48.42765322,-123.3634872,1020004,2012,2022
"VICTORIA PAPER BOX
HERITAGE REALTY PROPERTIES LTD",Non-transient Accomodation,20121205,20221231,"563 JOHNSON ST
VICTORIA BC  V8W 1M2",Downtown,48.42738037,-123.3686847,1062034,2012,2022
VICTORIA ROYAL VACATIONS,Non-transient Accomodation,20190807,20221231,"1003-760 JOHNSON ST
VICTORIA BC  V8W 0A4",Downtown,48.42718272,-123.3622279,027-683-788,2019,2022
VICTORIA ROYAL VACATIONS,Non-transient Accomodation,20190807,20221231,"305-760 JOHNSON ST
VICTORIA BC  V8W 0A4",Downtown,48.42718272,-123.3622279,027-683-231,2019,2022
"VIRDEE, JASBIR
VIRDEE, HARDIP",Non-transient Accomodation,20211022,20221231,"612-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-518-385,2021,2022
WILLIAM-BRYNN HOLDINGS,Non-transient Accomodation,20220706,20221231,"M04-456 PANDORA AVE
VICTORIA BC  V8W 0E3",Downtown,48.4287474,-123.3703272,029-992-516,2022,2022
"WILSHIRE, NICK",Non-transient Accomodation,20190319,20221231,"508-528 PANDORA AVE
VICTORIA   V8W 0C6",Downtown,48.42892827,-123.3687353,029-265-363,2019,2022
"YE, MINWEN
ZHANG, ZANE",Non-transient Accomodation,20211201,20221231,"605-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-518-318,2021,2022
"YU, WINNIE W
ANDREW, JAMES L",Non-transient Accomodation,20180626,20221231,"505-751 FAIRFIELD RD
VICTORIA BC  V8W 4A4",Downtown,48.42125261,-123.3641321,026-606-640,2018,2022
"ZENG, STUART
LENG, ESTHER",Non-transient Accomodation,20211029,20221231,"402-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-518-041,2021,2022
"ZENG, STUART
LENG, ESTHER",Non-transient Accomodation,20211029,20221231,"302-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-517-923,2021,2022
"ZENG, STUART
LENG, ESTHER",Non-transient Accomodation,20211105,20221231,"301-728 YATES ST
VICTORIA   V8W 0C8",Downtown,48.42644509,-123.3633571,029-517-915,2021,2022
CAROLE JAMES AND ROB FLEMING Campaign Office,Other Services,20170317,20221231,"747 FORT ST
VICTORIA BC  V8W 3E9",Downtown,48.42405551,-123.3639809,1024024,2017,2022
BROWN BROS AGENCIES LTD,Parking,20120110,20221231,"762 FORT ST
VICTORIA BC  V8W 1H2",Downtown,48.424687,-123.3634837,1023010,2012,2022
CENTRAL BAPTIST CHURCH,Parking,20120110,20221231,"825 PANDORA AVE
VICTORIA BC  NCA",Downtown,48.42733162,-123.36054,1008026,2012,2022
EIGHT DIAMOND HOLDINGS LTD,Parking,20170515,20221231,"723 PANDORA AVE
VICTORIA BC  V8W 1N9",Downtown,48.42767998,-123.3637311,1020003,2017,2022
HERITAGE REALTY PROPERTIES LTD,Parking,20121205,20221231,"565 JOHNSON ST
VICTORIA BC  V8W 1M2",Downtown,48.42733544,-123.3682457,1062031,2012,2022
INDIGO PARK CANADA INC,Parking,20180130,20221231,"1112 WHARF ST
VICTORIA BC  NCA",Downtown,48.42534311,-123.3704828,1073009,2018,2022
INDIGO PARK CANADA INC,Parking,20180130,20221231,"1515 BLANSHARD ST
VICTORIA BC  V8W 3C8",Downtown,48.42816839,-123.3610242,1518001,2018,2022
INDIGO PARK CANADA INC,Parking,20180130,20221231,"1810 BLANSHARD ST
VICTORIA BC  NCA",Downtown,48.4305349,-123.3625613,1016022,2018,2022
MORLEY COMPANY LTD,Parking,20120111,20221231,"541 HERALD ST
VICTORIA BC  V8W 1S5",Downtown,48.42994136,-123.3681461,1059005,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"800 YATES ST
VICTORIA BC  NCA",Downtown,48.42640129,-123.3613895,1007021,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"744 BROUGHTON ST
VICTORIA BC  V8W 1E1",Downtown,48.42383018,-123.3633915,1024016,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"740 BURDETT AVE
VICTORIA BC  V8W 1B2",Downtown,48.42241299,-123.3642217,1026006,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"737 FISGARD ST
VICTORIA BC  V8W 2J7",Downtown,48.42918557,-123.3624253,1018010,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"733 FISGARD ST
VICTORIA BC  V8W 2J7",Downtown,48.42918557,-123.3624253,1018010,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"728 HUMBOLDT ST
VICTORIA BC  V8W 3Z5",Downtown,48.42150701,-123.3644916,1028007,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"720 DOUGLAS ST
VICTORIA BC  V8W 3M7",Downtown,48.4215359,-123.3674423,1031001,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"617 BROUGHTON ST
VICTORIA BC  V8W 3J2",Downtown,48.42375288,-123.3667515,1035001,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"541 PANDORA AVE
VICTORIA BC  V8W 1N5",Downtown,48.42805834,-123.3688178,1061002,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"520 FORT ST
VICTORIA BC  V8W 1E6",Downtown,48.42523393,-123.3687906,1067008,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"2-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"1520 BLANSHARD ST
VICTORIA BC  V8W 3K2",Downtown,48.42819894,-123.3623719,1019008,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"1312 BROAD ST
VICTORIA BC  V8W 2A9",Downtown,48.42686618,-123.3664367,1042004,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20120112,20221231,"1000 LANGLEY ST
VICTORIA BC  V8W 1V8",Downtown,48.42449225,-123.3690035,1068004,2012,2022
ROBBINS PARKING SERVICE LTD,Parking,20200826,20221231,"700 DOUGLAS ST
VICTORIA BC  V8W 2B3",Downtown,48.4215359,-123.3674423,1031001,2020,2022
STRATHCONA HOTEL OF VICTORIA LTD,Parking,20120110,20221231,"725 COURTNEY ST
VICTORIA BC  V8W 1C3",Downtown,48.42258716,-123.3645218,1026005,2012,2022
U PARK ENTERPRISES LTD,Parking,20120112,20221231,"910 GOVERNMENT ST
VICTORIA BC  V8W 1X3",Downtown,48.42394365,-123.3688681,000-722-308,2012,2022
U PARK ENTERPRISES LTD,Parking,20120112,20221231,"618 FISGARD ST
VICTORIA BC  V8W 1R6",Downtown,48.4296398,-123.3662791,1047016,2012,2022
U PARK ENTERPRISES LTD,Parking,20120112,20221231,"1001 DOUGLAS ST
VICTORIA BC  V8W 2C5",Downtown,48.42398476,-123.3647972,1024035,2012,2022
1803 DOUGLAS HOLDINGS LTD,Personal Services,20120313,20221231,"1803 DOUGLAS ST
VICTORIA BC  V8T 5C3",Downtown,48.43051494,-123.3639365,V00161012,2012,2022
3C HAIR ARTISTRY,Personal Services,20180123,20221231,"1114 LANGLEY ST
VICTORIA BC  V8W 1W1",Downtown,48.42548339,-123.3687324,1067006,2018,2022
"ADAMS, LEILA",Personal Services,20210902,20221231,"308-560 JOHNSON ST
VICTORIA BC  V8W 3C6",Downtown,48.42805834,-123.3688178,1061002,2021,2022
ANNEX FITNESS,Personal Services,20191119,20221231,"645 YATES ST
VICTORIA BC  V8W 1L2",Downtown,48.42613841,-123.3659123,1040001,2019,2022
ANYTIME FITNESS VICTORIA DOWNTOWN,Personal Services,20190417,20221231,"815 YATES ST
VICTORIA BC  V8W 1M1",Downtown,48.42544015,-123.3612491,1006015,2019,2022
ARIA HEALTH & WELLNESS CLINIC,Personal Services,20141205,20221231,"723 HUMBOLDT ST
VICTORIA BC  V8W 1B1",Downtown,48.42091064,-123.3651236,028-006-542,2014,2022
"ARIS, MEGHAN",Personal Services,20120118,20221231,"805 JOHNSON ST
VICTORIA BC  V8W 1N4",Downtown,48.42640129,-123.3613895,1007021,2012,2022
AROME AROMATHERAPY STUDIO,Personal Services,20130109,20221231,"212-645 FORT ST
VICTORIA BC  V8W 1G2",Downtown,48.42444011,-123.366825,1037004,2013,2022
ARQ HAIR WORKSHOP INC,Personal Services,20120113,20221231,"1317 DOUGLAS ST
VICTORIA BC  V8W 2E9",Downtown,48.42686055,-123.3644411,1021001,2012,2022
ARTER HAIR STUDIO,Personal Services,20200914,20221231,"608 COURTNEY ST
VICTORIA BC  V8W 1B6",Downtown,48.42363256,-123.3677318,1034006,2020,2022
ARTIST SALON,Personal Services,20130425,20221231,"753 YATES ST
VICTORIA BC  V8W 1L6",Downtown,48.4258032,-123.3631119,1022009,2013,2022
ASHTANGA YOGA VICTORIA,Personal Services,20170105,20221231,"A-626 FISGARD ST
VICTORIA BC  V8W 1R6",Downtown,48.42964346,-123.3660321,1047024,2017,2022
ATELLIER 319,Personal Services,20171005,20211231,"503-620 VIEW ST
VICTORIA BC  V8W 1J6",Downtown,48.4257746,-123.3667442,1041010,2017,2021
ATLAS HEALTH THERAPY,Personal Services,20120127,20211231,"1218 LANGLEY ST
VICTORIA BC  V8W 1W2",Downtown,48.42624761,-123.3685744,1064007,2012,2021
AVENU,Personal Services,20201102,20211231,"413-645 FORT ST
VICTORIA BC  V8W 1G2",Downtown,48.42444011,-123.366825,1037004,2020,2021
AZALEA NAIL LASHES & HAIR,Personal Services,20220210,20221231,"644 YATES ST
VICTORIA BC  V8W 1L3",Downtown,48.42664919,-123.3655775,1043009,2022,2022
B AND F BEAUTY SALON COLLECTIVE INC,Personal Services,20200826,20221231,"108-561 JOHNSON ST
VICTORIA BC  V8W 1M2",Downtown,48.42738037,-123.3686847,1062034,2020,2022
BACK IN MOTION REHAB INC,Personal Services,20220906,20221231,"1321 BLANSHARD ST
VICTORIA BC  NCA",Downtown,48.42640129,-123.3613895,1007021,2022,2022
BAILEY COUNSELLING THERAPY,Personal Services,20130808,20221231,"221-560 JOHNSON ST
VICTORIA BC  V8W 3C6",Downtown,48.42805834,-123.3688178,1061002,2013,2022
BARBARA COULTISH PERSONAL DEVELOPMENT & MODELING INC.,Personal Services,20121205,20221231,"210-645 FORT ST
VICTORIA BC  V8W 1G2",Downtown,48.42444011,-123.366825,1037004,2012,2022
BARBER AND FRITZ/ STUDIO 557,Personal Services,20220118,20221231,"557 JOHNSON ST
VICTORIA BC  V8W 1M2",Downtown,48.42738037,-123.3686847,1062034,2022,2022
BARDOT WITH KNICK KNACK & HOARD,Personal Services,20140806,20201231,"231-645 FORT ST
VICTORIA BC  V8W 1G2",Downtown,48.42444011,-123.366825,1037004,2014,2020
BARNET HAIR STUDIO,Personal Services,20160314,20211231,"17-655 FORT ST
VICTORIA BC  V8W 1G6",Downtown,48.42450928,-123.3662368,1036001,2016,2021
B-BOMBSHELL SALON VICTORIA INC,Personal Services,20220201,20221231,"614 JOHNSON ST
VICTORIA BC  V8W 1M4",Downtown,48.42757619,-123.3667221,027-112-276,2022,2022
BE C.U.S AROMA SPACE,Personal Services,20200323,20221231,"125-780 FISGARD ST
VICTORIA BC  V8W 0E1",Downtown,48.42969392,-123.3628867,V00171005,2020,2022
BLACK CAT TATTOO,Personal Services,20160908,20221231,"201-659 JOHNSON ST
VICTORIA BC  V8W 2E8",Downtown,48.42710124,-123.3650684,1043003,2016,2022
"BLAKE, SHANNON",Personal Services,20210517,20221231,"201-620 VIEW ST
VICTORIA BC  V8W 1J6",Downtown,48.4257746,-123.3667442,1041010,2021,2022
BLANK GENERATION PROFESSIONAL PIERCING,Personal Services,20120315,20221231,"543 HERALD ST
VICTORIA BC  V8W 1S5",Downtown,48.42994501,-123.3678988,1059006,2012,2022
BLO BLOW DRY BAR,Personal Services,20210924,20221231,"624 FORT ST
VICTORIA BC  V8W 3V2",Downtown,48.42517402,-123.366526,1039012,2021,2022
